Filename,Sign
06535.ppm,Speed limit (80km/h)
06536.ppm,Bumpy road
06537.ppm,Wild animals crossing
06538.ppm,Turn right ahead
06539.ppm,End of no passing
06540.ppm,Speed limit (120km/h)
06541.ppm,End of speed limit (80km/h)
06542.ppm,Speed limit (30km/h)
06543.ppm,No passing
06544.ppm,Ahead only
06545.ppm,Speed limit (100km/h)
06546.ppm,Speed limit (80km/h)
06547.ppm,No passing for vechiles over 3.5 metric tons
06548.ppm,Priority road
06549.ppm,Ahead only
06550.ppm,Dangerous curve to the left
06551.ppm,Keep right
06552.ppm,Speed limit (60km/h)
06553.ppm,Speed limit (80km/h)
06554.ppm,No passing
06555.ppm,Speed limit (100km/h)
06556.ppm,Speed limit (50km/h)
06557.ppm,Children crossing
06558.ppm,Speed limit (120km/h)
06559.ppm,No passing
06560.ppm,Ahead only
06561.ppm,Road work
06562.ppm,Speed limit (50km/h)
06563.ppm,Keep right
06564.ppm,Yield
06565.ppm,No vechiles
06566.ppm,Speed limit (30km/h)
06567.ppm,Vechiles over 3.5 metric tons prohibited
06568.ppm,Speed limit (100km/h)
06569.ppm,No entry
06570.ppm,Speed limit (30km/h)
06571.ppm,Priority road
06572.ppm,Bicycles crossing
06573.ppm,No passing for vechiles over 3.5 metric tons
06574.ppm,Wild animals crossing
06575.ppm,Right-of-way at the next intersection
06576.ppm,Speed limit (80km/h)
06577.ppm,Bicycles crossing
06578.ppm,Speed limit (20km/h)
06579.ppm,End of no passing
06580.ppm,Speed limit (80km/h)
06581.ppm,Dangerous curve to the right
06582.ppm,Keep right
06583.ppm,No entry
06584.ppm,Speed limit (30km/h)
06585.ppm,Bicycles crossing
06586.ppm,Yield
06587.ppm,Keep right
06588.ppm,Speed limit (70km/h)
06589.ppm,No passing for vechiles over 3.5 metric tons
06590.ppm,Slippery road
06591.ppm,Ahead only
06592.ppm,Keep right
06593.ppm,Speed limit (50km/h)
06594.ppm,Children crossing
06595.ppm,Wild animals crossing
06596.ppm,No entry
06597.ppm,Speed limit (100km/h)
06598.ppm,Vechiles over 3.5 metric tons prohibited
06599.ppm,Priority road
06600.ppm,Roundabout mandatory
06601.ppm,End of no passing by vechiles over 3.5 metric tons
06602.ppm,Keep right
06603.ppm,Speed limit (70km/h)
06604.ppm,Keep right
06605.ppm,Right-of-way at the next intersection
06606.ppm,Turn left ahead
06607.ppm,Wild animals crossing
06608.ppm,Yield
06609.ppm,End of no passing
06610.ppm,Priority road
06611.ppm,Speed limit (60km/h)
06612.ppm,No passing
06613.ppm,Speed limit (120km/h)
06614.ppm,No entry
06615.ppm,Right-of-way at the next intersection
06616.ppm,No passing
06617.ppm,Yield
06618.ppm,Ahead only
06619.ppm,No passing for vechiles over 3.5 metric tons
06620.ppm,No passing
06621.ppm,Speed limit (100km/h)
06622.ppm,Vechiles over 3.5 metric tons prohibited
06623.ppm,Right-of-way at the next intersection
06624.ppm,Speed limit (30km/h)
06625.ppm,No passing
06626.ppm,General caution
06627.ppm,Beware of ice/snow
06628.ppm,Speed limit (30km/h)
06629.ppm,Keep right
06630.ppm,Ahead only
06631.ppm,Speed limit (120km/h)
06632.ppm,Stop
06633.ppm,No passing for vechiles over 3.5 metric tons
06634.ppm,No entry
06635.ppm,General caution
06636.ppm,Traffic signals
06637.ppm,Speed limit (120km/h)
06638.ppm,Right-of-way at the next intersection
06639.ppm,Speed limit (50km/h)
06640.ppm,Road work
06641.ppm,Speed limit (80km/h)
06642.ppm,Speed limit (60km/h)
06643.ppm,Yield
06644.ppm,Road narrows on the right
06645.ppm,General caution
06646.ppm,Speed limit (30km/h)
06647.ppm,Keep right
06648.ppm,Speed limit (70km/h)
06649.ppm,Priority road
06650.ppm,Road work
06651.ppm,Wild animals crossing
06652.ppm,Traffic signals
06653.ppm,Children crossing
06654.ppm,No passing for vechiles over 3.5 metric tons
06655.ppm,Yield
06656.ppm,Keep right
06657.ppm,Speed limit (70km/h)
06658.ppm,Yield
06659.ppm,Road work
06660.ppm,Speed limit (30km/h)
06661.ppm,Turn left ahead
06662.ppm,Speed limit (60km/h)
06663.ppm,Stop
06664.ppm,Priority road
06665.ppm,Speed limit (50km/h)
06666.ppm,Speed limit (50km/h)
06667.ppm,Keep right
06668.ppm,No passing for vechiles over 3.5 metric tons
06669.ppm,No passing for vechiles over 3.5 metric tons
06670.ppm,No passing
06671.ppm,Traffic signals
06672.ppm,Keep right
06673.ppm,Bumpy road
06674.ppm,Priority road
06675.ppm,Beware of ice/snow
06676.ppm,Speed limit (30km/h)
06677.ppm,Ahead only
06678.ppm,Speed limit (120km/h)
06679.ppm,Yield
06680.ppm,Keep right
06681.ppm,No vechiles
06682.ppm,General caution
06683.ppm,Speed limit (70km/h)
06684.ppm,End of no passing by vechiles over 3.5 metric tons
06685.ppm,Children crossing
06686.ppm,End of all speed and passing limits
06687.ppm,No entry
06688.ppm,General caution
06689.ppm,Speed limit (70km/h)
06690.ppm,Road work
06691.ppm,No passing for vechiles over 3.5 metric tons
06692.ppm,Beware of ice/snow
06693.ppm,Priority road
06694.ppm,No entry
06695.ppm,Go straight or right
06696.ppm,Speed limit (60km/h)
06697.ppm,No entry
06698.ppm,Speed limit (30km/h)
06699.ppm,Speed limit (50km/h)
06700.ppm,Slippery road
06701.ppm,No passing
06702.ppm,End of no passing
06703.ppm,Go straight or left
06704.ppm,End of no passing by vechiles over 3.5 metric tons
06705.ppm,Keep right
06706.ppm,Speed limit (120km/h)
06707.ppm,Speed limit (50km/h)
06708.ppm,No passing for vechiles over 3.5 metric tons
06709.ppm,General caution
06710.ppm,Yield
06711.ppm,Speed limit (70km/h)
06712.ppm,Yield
06713.ppm,General caution
06714.ppm,Priority road
06715.ppm,No entry
06716.ppm,Speed limit (70km/h)
06717.ppm,No passing
06718.ppm,Speed limit (60km/h)
06719.ppm,Keep left
06720.ppm,Speed limit (80km/h)
06721.ppm,Road work
06722.ppm,No entry
06723.ppm,Priority road
06724.ppm,Bicycles crossing
06725.ppm,No passing for vechiles over 3.5 metric tons
06726.ppm,No passing for vechiles over 3.5 metric tons
06727.ppm,Keep right
06728.ppm,Roundabout mandatory
06729.ppm,Road work
06730.ppm,End of all speed and passing limits
06731.ppm,Speed limit (100km/h)
06732.ppm,Speed limit (50km/h)
06733.ppm,Speed limit (50km/h)
06734.ppm,Speed limit (70km/h)
06735.ppm,Keep right
06736.ppm,Speed limit (30km/h)
06737.ppm,Speed limit (50km/h)
06738.ppm,General caution
06739.ppm,Speed limit (70km/h)
06740.ppm,End of no passing by vechiles over 3.5 metric tons
06741.ppm,No vechiles
06742.ppm,Turn left ahead
06743.ppm,No passing
06744.ppm,Children crossing
06745.ppm,Road work
06746.ppm,Slippery road
06747.ppm,Pedestrians
06748.ppm,No passing
06749.ppm,Vechiles over 3.5 metric tons prohibited
06750.ppm,Speed limit (30km/h)
06751.ppm,Speed limit (80km/h)
06752.ppm,End of speed limit (80km/h)
06753.ppm,Wild animals crossing
06754.ppm,Speed limit (30km/h)
06755.ppm,Speed limit (80km/h)
06756.ppm,Speed limit (80km/h)
06757.ppm,Traffic signals
06758.ppm,Beware of ice/snow
06759.ppm,No passing
06760.ppm,No passing
06761.ppm,Ahead only
06762.ppm,Speed limit (50km/h)
06763.ppm,Ahead only
06764.ppm,Speed limit (30km/h)
06765.ppm,Speed limit (100km/h)
06766.ppm,Ahead only
06767.ppm,Speed limit (80km/h)
06768.ppm,End of no passing by vechiles over 3.5 metric tons
06769.ppm,Priority road
06770.ppm,Speed limit (30km/h)
06771.ppm,Speed limit (80km/h)
06772.ppm,Yield
06773.ppm,Priority road
06774.ppm,Yield
06775.ppm,No passing
06776.ppm,Speed limit (30km/h)
06777.ppm,No vechiles
06778.ppm,Slippery road
06779.ppm,Speed limit (50km/h)
06780.ppm,Ahead only
06781.ppm,Priority road
06782.ppm,No passing for vechiles over 3.5 metric tons
06783.ppm,Speed limit (50km/h)
06784.ppm,Speed limit (30km/h)
06785.ppm,Speed limit (50km/h)
06786.ppm,Speed limit (30km/h)
06787.ppm,No passing for vechiles over 3.5 metric tons
06788.ppm,Speed limit (80km/h)
06789.ppm,Children crossing
06790.ppm,Double curve
06791.ppm,Wild animals crossing
06792.ppm,Speed limit (60km/h)
06793.ppm,Speed limit (20km/h)
06794.ppm,Speed limit (30km/h)
06795.ppm,Go straight or right
06796.ppm,Keep right
06797.ppm,Speed limit (50km/h)
06798.ppm,Speed limit (50km/h)
06799.ppm,No passing for vechiles over 3.5 metric tons
06800.ppm,No passing for vechiles over 3.5 metric tons
06801.ppm,General caution
06802.ppm,Speed limit (100km/h)
06803.ppm,Children crossing
06804.ppm,Priority road
06805.ppm,Roundabout mandatory
06806.ppm,Go straight or right
06807.ppm,Keep right
06808.ppm,Speed limit (80km/h)
06809.ppm,Wild animals crossing
06810.ppm,Speed limit (50km/h)
06811.ppm,Ahead only
06812.ppm,Speed limit (80km/h)
06813.ppm,Wild animals crossing
06814.ppm,Children crossing
06815.ppm,Priority road
06816.ppm,Speed limit (50km/h)
06817.ppm,General caution
06818.ppm,Vechiles over 3.5 metric tons prohibited
06819.ppm,Traffic signals
06820.ppm,Speed limit (100km/h)
06821.ppm,No passing
06822.ppm,Speed limit (80km/h)
06823.ppm,Right-of-way at the next intersection
06824.ppm,Keep right
06825.ppm,Ahead only
06826.ppm,Speed limit (80km/h)
06827.ppm,Road work
06828.ppm,No entry
06829.ppm,Right-of-way at the next intersection
06830.ppm,Priority road
06831.ppm,Road work
06832.ppm,Yield
06833.ppm,Speed limit (70km/h)
06834.ppm,Right-of-way at the next intersection
06835.ppm,Road work
06836.ppm,No vechiles
06837.ppm,No passing for vechiles over 3.5 metric tons
06838.ppm,Speed limit (30km/h)
06839.ppm,Speed limit (70km/h)
06840.ppm,Speed limit (80km/h)
06841.ppm,Keep right
06842.ppm,Speed limit (30km/h)
06843.ppm,Roundabout mandatory
06844.ppm,No entry
06845.ppm,Roundabout mandatory
06846.ppm,Speed limit (80km/h)
06847.ppm,Right-of-way at the next intersection
06848.ppm,Ahead only
06849.ppm,Speed limit (100km/h)
06850.ppm,No passing for vechiles over 3.5 metric tons
06851.ppm,Ahead only
06852.ppm,Speed limit (60km/h)
06853.ppm,Speed limit (60km/h)
06854.ppm,No passing for vechiles over 3.5 metric tons
06855.ppm,Bicycles crossing
06856.ppm,End of speed limit (80km/h)
06857.ppm,Yield
06858.ppm,Speed limit (30km/h)
06859.ppm,Keep left
06860.ppm,End of all speed and passing limits
06861.ppm,Speed limit (100km/h)
06862.ppm,No entry
06863.ppm,Speed limit (50km/h)
06864.ppm,Speed limit (80km/h)
06865.ppm,Speed limit (50km/h)
06866.ppm,Children crossing
06867.ppm,Speed limit (50km/h)
06868.ppm,Go straight or right
06869.ppm,Yield
06870.ppm,Priority road
06871.ppm,No passing
06872.ppm,Speed limit (80km/h)
06873.ppm,Yield
06874.ppm,Speed limit (70km/h)
06875.ppm,Speed limit (30km/h)
06876.ppm,Traffic signals
06877.ppm,No passing
06878.ppm,Dangerous curve to the right
06879.ppm,Right-of-way at the next intersection
06880.ppm,Priority road
06881.ppm,Speed limit (80km/h)
06882.ppm,Traffic signals
06883.ppm,Keep left
06884.ppm,Traffic signals
06885.ppm,Speed limit (20km/h)
06886.ppm,Priority road
06887.ppm,Speed limit (100km/h)
06888.ppm,Speed limit (30km/h)
06889.ppm,Turn right ahead
06890.ppm,Keep right
06891.ppm,No vechiles
06892.ppm,Keep right
06893.ppm,No passing for vechiles over 3.5 metric tons
06894.ppm,Speed limit (120km/h)
06895.ppm,Bumpy road
06896.ppm,Bumpy road
06897.ppm,Speed limit (80km/h)
06898.ppm,No passing
06899.ppm,No passing
06900.ppm,Turn left ahead
06901.ppm,Yield
06902.ppm,Speed limit (120km/h)
06903.ppm,No passing
06904.ppm,General caution
06905.ppm,Priority road
06906.ppm,Road work
06907.ppm,Speed limit (60km/h)
06908.ppm,Priority road
06909.ppm,Keep right
06910.ppm,Double curve
06911.ppm,End of speed limit (80km/h)
06912.ppm,Speed limit (30km/h)
06913.ppm,Wild animals crossing
06914.ppm,Priority road
06915.ppm,Yield
06916.ppm,No passing for vechiles over 3.5 metric tons
06917.ppm,Keep right
06918.ppm,Stop
06919.ppm,Speed limit (60km/h)
06920.ppm,Road work
06921.ppm,Speed limit (120km/h)
06922.ppm,Speed limit (80km/h)
06923.ppm,Dangerous curve to the left
06924.ppm,Stop
06925.ppm,Speed limit (50km/h)
06926.ppm,Speed limit (30km/h)
06927.ppm,Keep right
06928.ppm,Road work
06929.ppm,Speed limit (50km/h)
06930.ppm,Roundabout mandatory
06931.ppm,No passing
06932.ppm,Speed limit (80km/h)
06933.ppm,Speed limit (70km/h)
06934.ppm,No vechiles
06935.ppm,Speed limit (120km/h)
06936.ppm,Right-of-way at the next intersection
06937.ppm,Roundabout mandatory
06938.ppm,No entry
06939.ppm,General caution
06940.ppm,Keep right
06941.ppm,Priority road
06942.ppm,Speed limit (100km/h)
06943.ppm,Speed limit (30km/h)
06944.ppm,Yield
06945.ppm,Speed limit (50km/h)
06946.ppm,Speed limit (80km/h)
06947.ppm,Yield
06948.ppm,Speed limit (30km/h)
06949.ppm,Speed limit (80km/h)
06950.ppm,No passing for vechiles over 3.5 metric tons
06951.ppm,Priority road
06952.ppm,Speed limit (70km/h)
06953.ppm,No passing for vechiles over 3.5 metric tons
06954.ppm,Right-of-way at the next intersection
06955.ppm,Dangerous curve to the right
06956.ppm,No vechiles
06957.ppm,General caution
06958.ppm,Speed limit (50km/h)
06959.ppm,Speed limit (60km/h)
06960.ppm,End of all speed and passing limits
06961.ppm,No entry
06962.ppm,No entry
06963.ppm,No passing for vechiles over 3.5 metric tons
06964.ppm,Road work
06965.ppm,General caution
06966.ppm,Traffic signals
06967.ppm,Yield
06968.ppm,General caution
06969.ppm,No passing for vechiles over 3.5 metric tons
06970.ppm,Turn right ahead
06971.ppm,Ahead only
06972.ppm,Speed limit (70km/h)
06973.ppm,Stop
06974.ppm,Yield
06975.ppm,Priority road
06976.ppm,Go straight or right
06977.ppm,No entry
06978.ppm,Turn right ahead
06979.ppm,Speed limit (60km/h)
06980.ppm,No passing for vechiles over 3.5 metric tons
06981.ppm,Road narrows on the right
06982.ppm,Yield
06983.ppm,Right-of-way at the next intersection
06984.ppm,Speed limit (100km/h)
06985.ppm,Yield
06986.ppm,Roundabout mandatory
06987.ppm,Speed limit (30km/h)
06988.ppm,Speed limit (70km/h)
06989.ppm,No passing for vechiles over 3.5 metric tons
06990.ppm,Speed limit (70km/h)
06991.ppm,Yield
06992.ppm,Go straight or right
06993.ppm,Speed limit (30km/h)
06994.ppm,No passing for vechiles over 3.5 metric tons
06995.ppm,Keep right
06996.ppm,Speed limit (80km/h)
06997.ppm,No vechiles
06998.ppm,Speed limit (120km/h)
06999.ppm,Speed limit (30km/h)
07000.ppm,Speed limit (100km/h)
07001.ppm,Stop
07002.ppm,Speed limit (60km/h)
07003.ppm,Road work
07004.ppm,Speed limit (30km/h)
07005.ppm,Speed limit (30km/h)
07006.ppm,Turn left ahead
07007.ppm,Wild animals crossing
07008.ppm,Ahead only
07009.ppm,Yield
07010.ppm,Speed limit (60km/h)
07011.ppm,Ahead only
07012.ppm,Turn left ahead
07013.ppm,No vechiles
07014.ppm,Speed limit (70km/h)
07015.ppm,Yield
07016.ppm,Speed limit (60km/h)
07017.ppm,Dangerous curve to the right
07018.ppm,No entry
07019.ppm,No passing for vechiles over 3.5 metric tons
07020.ppm,Keep right
07021.ppm,No passing
07022.ppm,Keep right
07023.ppm,Speed limit (120km/h)
07024.ppm,Priority road
07025.ppm,Keep right
07026.ppm,Speed limit (80km/h)
07027.ppm,Keep right
07028.ppm,No passing
07029.ppm,Ahead only
07030.ppm,Speed limit (50km/h)
07031.ppm,Right-of-way at the next intersection
07032.ppm,Keep right
07033.ppm,Speed limit (100km/h)
07034.ppm,No passing for vechiles over 3.5 metric tons
07035.ppm,Speed limit (80km/h)
07036.ppm,Speed limit (120km/h)
07037.ppm,Speed limit (80km/h)
07038.ppm,Right-of-way at the next intersection
07039.ppm,Wild animals crossing
07040.ppm,Speed limit (60km/h)
07041.ppm,No passing for vechiles over 3.5 metric tons
07042.ppm,Speed limit (70km/h)
07043.ppm,Yield
07044.ppm,Speed limit (30km/h)
07045.ppm,Speed limit (80km/h)
07046.ppm,Go straight or right
07047.ppm,Right-of-way at the next intersection
07048.ppm,Speed limit (80km/h)
07049.ppm,Keep right
07050.ppm,Traffic signals
07051.ppm,No passing
07052.ppm,Speed limit (100km/h)
07053.ppm,Speed limit (30km/h)
07054.ppm,Speed limit (100km/h)
07055.ppm,Speed limit (30km/h)
07056.ppm,Children crossing
07057.ppm,Speed limit (70km/h)
07058.ppm,Beware of ice/snow
07059.ppm,Road work
07060.ppm,Roundabout mandatory
07061.ppm,Speed limit (100km/h)
07062.ppm,Speed limit (120km/h)
07063.ppm,Go straight or left
07064.ppm,Wild animals crossing
07065.ppm,No entry
07066.ppm,Double curve
07067.ppm,Children crossing
07068.ppm,Bumpy road
07069.ppm,Speed limit (80km/h)
07070.ppm,No passing
07071.ppm,General caution
07072.ppm,Road narrows on the right
07073.ppm,Priority road
07074.ppm,Road work
07075.ppm,Wild animals crossing
07076.ppm,Road narrows on the right
07077.ppm,Yield
07078.ppm,No entry
07079.ppm,Priority road
07080.ppm,Speed limit (60km/h)
07081.ppm,Speed limit (70km/h)
07082.ppm,General caution
07083.ppm,Speed limit (100km/h)
07084.ppm,Speed limit (60km/h)
07085.ppm,Speed limit (30km/h)
07086.ppm,Yield
07087.ppm,Children crossing
07088.ppm,Speed limit (80km/h)
07089.ppm,Ahead only
07090.ppm,Speed limit (100km/h)
07091.ppm,No entry
07092.ppm,Speed limit (50km/h)
07093.ppm,Roundabout mandatory
07094.ppm,Speed limit (80km/h)
07095.ppm,Priority road
07096.ppm,Wild animals crossing
07097.ppm,Ahead only
07098.ppm,Pedestrians
07099.ppm,Speed limit (100km/h)
07100.ppm,Road work
07101.ppm,Wild animals crossing
07102.ppm,Road work
07103.ppm,Priority road
07104.ppm,Right-of-way at the next intersection
07105.ppm,Speed limit (70km/h)
07106.ppm,End of all speed and passing limits
07107.ppm,Speed limit (70km/h)
07108.ppm,Speed limit (50km/h)
07109.ppm,Yield
07110.ppm,Go straight or right
07111.ppm,No entry
07112.ppm,Turn left ahead
07113.ppm,No passing
07114.ppm,General caution
07115.ppm,No passing for vechiles over 3.5 metric tons
07116.ppm,No passing
07117.ppm,Speed limit (70km/h)
07118.ppm,Speed limit (50km/h)
07119.ppm,Speed limit (120km/h)
07120.ppm,Speed limit (70km/h)
07121.ppm,Vechiles over 3.5 metric tons prohibited
07122.ppm,Double curve
07123.ppm,Speed limit (70km/h)
07124.ppm,Wild animals crossing
07125.ppm,Speed limit (70km/h)
07126.ppm,Priority road
07127.ppm,Speed limit (80km/h)
07128.ppm,Right-of-way at the next intersection
07129.ppm,Right-of-way at the next intersection
07130.ppm,Slippery road
07131.ppm,Dangerous curve to the right
07132.ppm,Priority road
07133.ppm,Ahead only
07134.ppm,Speed limit (70km/h)
07135.ppm,Keep right
07136.ppm,Speed limit (60km/h)
07137.ppm,General caution
07138.ppm,No passing for vechiles over 3.5 metric tons
07139.ppm,Speed limit (120km/h)
07140.ppm,Road work
07141.ppm,Speed limit (50km/h)
07142.ppm,No vechiles
07143.ppm,Priority road
07144.ppm,Speed limit (120km/h)
07145.ppm,Yield
07146.ppm,Traffic signals
07147.ppm,Speed limit (50km/h)
07148.ppm,No passing for vechiles over 3.5 metric tons
07149.ppm,No entry
07150.ppm,Wild animals crossing
07151.ppm,Bumpy road
07152.ppm,Speed limit (100km/h)
07153.ppm,Speed limit (100km/h)
07154.ppm,Speed limit (70km/h)
07155.ppm,Children crossing
